sessionId,time_ms,eventType,posX,posY,section,extra
3755c5bb,50682,JUMP,167,-260,S01_EASY_ENTER,velX=-5 00
3755c5bb,51539,SECTION_ENTER,138,-247,S01_EASY_ENTER,S01_EASY_ENTER
3755c5bb,51579,LAND,158,-263,S01_EASY_ENTER,
3755c5bb,52294,JUMP,506,-260,S01_EASY_ENTER,velX=5 00
3755c5bb,53079,LAND,908,-125,S01_EASY_ENTER,
3755c5bb,53139,SECTION_ENTER,938,-125,S02_MID_ENTER,S02_MID_ENTER
3755c5bb,54087,JUMP,1402,-125,S02_MID_ENTER,velX=5 00
3755c5bb,54979,SECTION_ENTER,1088,-128,S02_MID_ENTER,S02_MID_ENTER
3755c5bb,54999,LAND,1078,-126,S02_MID_ENTER,
3755c5bb,56614,JUMP,1806,-125,S02_MID_ENTER,velX=5 00
3755c5bb,57699,DEATH_HAZARD,2315,-397,S02_MID_ENTER,
3755c5bb,57699,RESPAWN,993,-145,S02_MID_ENTER,
3755c5bb,57719,SECTION_ENTER,1003,-131,S02_MID_ENTER,S02_MID_ENTER
3755c5bb,57719,LAND,1003,-131,S02_MID_ENTER,
3755c5bb,59431,JUMP,1849,-131,S02_MID_ENTER,velX=5 00
3755c5bb,60239,LAND,2263,-14,S02_MID_ENTER,
3755c5bb,60419,SECTION_ENTER,2353,-13,S03_HARD_ENTER,S03_HARD_ENTER
3755c5bb,62342,JUMP,3305,-21,S03_HARD_ENTER,velX=5 00
3755c5bb,63479,DEATH_HAZARD,3816,-390,S03_HARD_ENTER,
3755c5bb,63479,RESPAWN,2438,-33,S03_HARD_ENTER,
3755c5bb,63499,SECTION_ENTER,2448,-19,S03_HARD_ENTER,S03_HARD_ENTER
3755c5bb,63499,LAND,2448,-19,S03_HARD_ENTER,
3755c5bb,65166,JUMP,3272,-14,S03_HARD_ENTER,velX=5 00
3755c5bb,66319,DEATH_HAZARD,3826,-398,S03_HARD_ENTER,
3755c5bb,66319,RESPAWN,2438,-33,S03_HARD_ENTER,
3755c5bb,66339,SECTION_ENTER,2448,-19,S03_HARD_ENTER,S03_HARD_ENTER
3755c5bb,66339,LAND,2448,-19,S03_HARD_ENTER,
3755c5bb,68078,JUMP,3308,-25,S03_HARD_ENTER,velX=5 00
3755c5bb,69199,DEATH_HAZARD,3816,-390,S03_HARD_ENTER,
3755c5bb,69199,RESPAWN,2438,-33,S03_HARD_ENTER,
3755c5bb,69219,SECTION_ENTER,2448,-19,S03_HARD_ENTER,S03_HARD_ENTER
3755c5bb,69219,LAND,2448,-19,S03_HARD_ENTER,
3755c5bb,71379,DEATH_HAZARD,3528,-391,S03_HARD_ENTER,
3755c5bb,71379,RESPAWN,2438,-33,S03_HARD_ENTER,
3755c5bb,71399,SECTION_ENTER,2448,-19,S03_HARD_ENTER,S03_HARD_ENTER
3755c5bb,71399,LAND,2448,-19,S03_HARD_ENTER,
3755c5bb,73150,JUMP,3314,-28,S03_HARD_ENTER,velX=5 00
3755c5bb,73919,LAND,3708,124,S03_HARD_ENTER,
3755c5bb,74079,SECTION_ENTER,3788,125,S04_SUPERHARD_ENTER,S04_SUPERHARD_ENTER
3755c5bb,75439,GOAL_REACHED,4456,125,S04_SUPERHARD_ENTER,
