sessionId,time_ms,eventType,posX,posY,section,extra
c11b725c,12319,LAND,1281,-125,S02_MID_ENTER,
c11b725c,12320,JUMP,1281,-125,S02_MID_ENTER,velX=0 00
c11b725c,12719,SECTION_ENTER,1281,-112,S02_MID_ENTER,S02_MID_ENTER
c11b725c,12759,LAND,1281,-126,S02_MID_ENTER,
c11b725c,12946,JUMP,1305,-125,S02_MID_ENTER,velX=5 00
c11b725c,13419,SECTION_ENTER,1551,-111,S02_MID_ENTER,S02_MID_ENTER
c11b725c,13459,LAND,1571,-126,S02_MID_ENTER,
c11b725c,13810,JUMP,1586,-125,S02_MID_ENTER,velX=0 00
c11b725c,14199,SECTION_ENTER,1521,-112,S02_MID_ENTER,S02_MID_ENTER
c11b725c,14239,LAND,1501,-126,S02_MID_ENTER,
c11b725c,14240,JUMP,1511,-126,S02_MID_ENTER,velX=-5 00
c11b725c,14639,SECTION_ENTER,1301,-112,S02_MID_ENTER,S02_MID_ENTER
c11b725c,14679,LAND,1281,-126,S02_MID_ENTER,
c11b725c,14680,JUMP,1291,-126,S02_MID_ENTER,velX=-5 00
c11b725c,14786,JUMP,1238,-22,S02_MID_ENTER,velX=-5 00
c11b725c,15279,SECTION_ENTER,981,-113,S02_MID_ENTER,S02_MID_ENTER
c11b725c,15319,LAND,981,-127,S02_MID_ENTER,
c11b725c,15410,JUMP,981,-125,S02_MID_ENTER,velX=5 00
c11b725c,16259,SECTION_ENTER,1151,-113,S02_MID_ENTER,S02_MID_ENTER
c11b725c,16299,LAND,1161,-129,S02_MID_ENTER,
c11b725c,16457,JUMP,1140,-125,S02_MID_ENTER,velX=5 00
c11b725c,17339,SECTION_ENTER,1561,-129,S02_MID_ENTER,S02_MID_ENTER
c11b725c,17359,LAND,1561,-126,S02_MID_ENTER,
c11b725c,18068,JUMP,1836,-127,S02_MID_ENTER,velX=5 00
c11b725c,18879,LAND,2251,-14,S02_MID_ENTER,
c11b725c,19079,SECTION_ENTER,2351,-13,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,22738,JUMP,2252,-13,S03_HARD_ENTER,velX=-5 00
c11b725c,23719,LAND,1751,-127,S03_HARD_ENTER,
c11b725c,23899,SECTION_ENTER,1661,-125,S02_MID_ENTER,S02_MID_ENTER
c11b725c,25634,JUMP,804,-125,S02_MID_ENTER,velX=-5 00
c11b725c,26599,SECTION_ENTER,311,-244,S01_EASY_ENTER,S01_EASY_ENTER
c11b725c,26639,LAND,291,-264,S01_EASY_ENTER,
c11b725c,28599,LAND,-689,-394,S01_EASY_ENTER,
c11b725c,30490,JUMP,-714,-391,S01_EASY_ENTER,velX=5 00
c11b725c,31259,SECTION_ENTER,-319,-256,S01_EASY_ENTER,S01_EASY_ENTER
c11b725c,31299,LAND,-299,-264,S01_EASY_ENTER,
c11b725c,32809,JUMP,446,-260,S01_EASY_ENTER,velX=5 00
c11b725c,33599,LAND,851,-125,S01_EASY_ENTER,
c11b725c,33759,SECTION_ENTER,931,-125,S02_MID_ENTER,S02_MID_ENTER
c11b725c,35058,JUMP,1571,-125,S02_MID_ENTER,velX=5 00
c11b725c,35939,SECTION_ENTER,1581,-128,S02_MID_ENTER,S02_MID_ENTER
c11b725c,35959,LAND,1591,-126,S02_MID_ENTER,
c11b725c,36481,JUMP,1842,-129,S02_MID_ENTER,velX=5 00
c11b725c,37299,LAND,2261,-14,S02_MID_ENTER,
c11b725c,37479,SECTION_ENTER,2351,-13,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,41754,JUMP,3259,-13,S03_HARD_ENTER,velX=5 00
c11b725c,42899,DEATH_HAZARD,3827,-398,S03_HARD_ENTER,
c11b725c,42899,RESPAWN,2438,-33,S03_HARD_ENTER,
c11b725c,42919,SECTION_ENTER,2448,-19,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,42919,LAND,2448,-19,S03_HARD_ENTER,
c11b725c,45012,JUMP,2484,-13,S03_HARD_ENTER,velX=5 00
c11b725c,45699,SECTION_ENTER,2838,-17,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,45719,LAND,2848,-14,S03_HARD_ENTER,
c11b725c,45720,JUMP,2838,-17,S03_HARD_ENTER,velX=5 00
c11b725c,46019,SECTION_ENTER,2878,-4,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,46059,LAND,2878,-13,S03_HARD_ENTER,
c11b725c,46093,JUMP,2878,-13,S03_HARD_ENTER,velX=5 00
c11b725c,46599,SECTION_ENTER,2938,-4,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,46639,LAND,2938,-16,S03_HARD_ENTER,
c11b725c,46640,JUMP,2938,-22,S03_HARD_ENTER,velX=0 00
c11b725c,47159,SECTION_ENTER,2878,-6,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,47199,LAND,2858,-16,S03_HARD_ENTER,
c11b725c,47258,JUMP,2839,-14,S03_HARD_ENTER,velX=-5 00
c11b725c,47859,SECTION_ENTER,2528,-13,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,47879,LAND,2518,-13,S03_HARD_ENTER,
c11b725c,47891,JUMP,2522,-13,S03_HARD_ENTER,velX=-5 00
c11b725c,48459,SECTION_ENTER,2698,-1,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,48499,LAND,2718,-15,S03_HARD_ENTER,
c11b725c,49698,JUMP,3307,-25,S03_HARD_ENTER,velX=5 00
c11b725c,50819,DEATH_HAZARD,3816,-390,S03_HARD_ENTER,
c11b725c,50819,RESPAWN,2438,-33,S03_HARD_ENTER,
c11b725c,50839,SECTION_ENTER,2448,-19,S03_HARD_ENTER,S03_HARD_ENTER
c11b725c,50839,LAND,2448,-19,S03_HARD_ENTER,
c11b725c,52586,JUMP,3311,-27,S03_HARD_ENTER,velX=5 00
c11b725c,53359,LAND,3708,124,S03_HARD_ENTER,
c11b725c,53519,SECTION_ENTER,3788,125,S04_SUPERHARD_ENTER,S04_SUPERHARD_ENTER
c11b725c,54879,GOAL_REACHED,4456,125,S04_SUPERHARD_ENTER,
