sessionId,time_ms,eventType,posX,posY,section,extra
1c9f9918,41739,LAND,1748,-127,S03_HARD_ENTER,
1c9f9918,42339,DEATH_HAZARD,2048,-392,S03_HARD_ENTER,
1c9f9918,42339,RESPAWN,993,-145,S03_HARD_ENTER,
1c9f9918,42359,SECTION_ENTER,1003,-131,S02_MID_ENTER,S02_MID_ENTER
1c9f9918,42359,LAND,1003,-131,S02_MID_ENTER,
1c9f9918,44439,DEATH_HAZARD,2043,-392,S02_MID_ENTER,
1c9f9918,44439,RESPAWN,993,-145,S02_MID_ENTER,
1c9f9918,44459,SECTION_ENTER,1003,-131,S02_MID_ENTER,S02_MID_ENTER
1c9f9918,44459,LAND,1003,-131,S02_MID_ENTER,
1c9f9918,46539,DEATH_HAZARD,2043,-392,S02_MID_ENTER,
1c9f9918,46539,RESPAWN,993,-145,S02_MID_ENTER,
1c9f9918,46559,SECTION_ENTER,1003,-131,S02_MID_ENTER,S02_MID_ENTER
1c9f9918,46559,LAND,1003,-131,S02_MID_ENTER,
1c9f9918,48293,JUMP,1860,-135,S02_MID_ENTER,velX=5 00
1c9f9918,49099,LAND,2273,-16,S02_MID_ENTER,
1c9f9918,49259,SECTION_ENTER,2353,-13,S03_HARD_ENTER,S03_HARD_ENTER
1c9f9918,51212,JUMP,3320,-29,S03_HARD_ENTER,velX=5 00
1c9f9918,51979,LAND,3713,124,S03_HARD_ENTER,
1c9f9918,52119,SECTION_ENTER,3783,125,S04_SUPERHARD_ENTER,S04_SUPERHARD_ENTER
1c9f9918,53499,GOAL_REACHED,4457,125,S04_SUPERHARD_ENTER,
